HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 7.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.574788
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.33 | Tmax = 0.111118
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.005 | alpha = 1.38 | Tmax = 0.120581
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = 1.522688
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.100 | alpha = 1.28 | Tmax = 0.174852
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.39 | Tmax = 0.097924
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.010 | alpha = 1.35 | Tmax = 0.437134
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.005 | alpha = 1.31 | Tmax = 0.374234
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.005 | alpha = 1.33 | Tmax = 1.198760
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.001 | alpha = 1.41 | Tmax = 0.286834
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.070 | alpha = 1.47 | Tmax = 0.110719
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = Inf
 HL = 18.000 | t1//t0 = 100.000 | l1//l0 = 0.020 | alpha = 1.56 | Tmax = 3.906090
 HL = 15.000 | t1//t0 = 110.000 | l1//l0 = 0.100 | alpha = 1.51 | Tmax = 3.227511
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.050 | alpha = 1.40 | Tmax = 0.999462
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.030 | alpha = 1.41 | Tmax = 0.972097
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.36 | Tmax = 0.164296
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.44 | Tmax = 0.088931
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.020 | alpha = 1.37 | Tmax = 0.165518
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.050 | alpha = 1.50 | Tmax = 1.999125
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.010 | alpha = 1.38 | Tmax = 0.140808
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.003 | alpha = 1.54 | Tmax = 2.659880
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.005 | alpha = 1.45 | Tmax = 0.123444
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.003 | alpha = 1.38 | Tmax = 1.195565
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.020 | alpha = 1.44 | Tmax = 0.092939
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.34 | Tmax = 1.164693
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.300 | alpha = 1.43 | Tmax = 1.276014
 HL = 5.000 | t1//t0 = 18.000 | l1//l0 = 0.030 | alpha = 1.40 | Tmax = 1.077385
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.002 | alpha = 1.41 | Tmax = 1.128949
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.100 | alpha = 1.34 | Tmax = 1.175101
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.003 | alpha = 1.44 | Tmax = 0.893229
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.050 | alpha = 1.51 | Tmax = 0.044195
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.40 | Tmax = 1.640625
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.070 | alpha = 1.50 | Tmax = 0.448130
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.030 | alpha = 1.41 | Tmax = 0.119823
 HL = 15.000 | t1//t0 = 12.000 | l1//l0 = 0.020 | alpha = 1.48 | Tmax = 3.775449
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = 1.808753
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.070 | alpha = 1.37 | Tmax = 1.236519
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.020 | alpha = 1.42 | Tmax = 0.249516
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.050 | alpha = 1.37 | Tmax = 0.254109
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.020 | alpha = 1.50 | Tmax = 0.413117
 HL = 0.500 | t1//t0 = 60.000 | l1//l0 = 0.010 | alpha = 1.41 | Tmax = 0.119179
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.846372
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.143659
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 0.020 | alpha = 1.54 | Tmax = 2.474466
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 0.070 | alpha = 1.42 | Tmax = 1.652188
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.020 | alpha = 1.48 | Tmax = 0.137023
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.020 | alpha = 1.39 | Tmax = 0.225621
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.070 | alpha = 1.51 | Tmax = 0.528975
 HL = 2.000 | t1//t0 = 80.000 | l1//l0 = 0.010 | alpha = 1.55 | Tmax = 0.431598
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.020 | alpha = 1.51 | Tmax = 1.199926
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 0.034382
 HL = 15.000 | t1//t0 = 80.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.050 | alpha = 1.50 | Tmax = 1.382629
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 2.391144
 HL = 10.000 | t1//t0 = 20.000 | l1//l0 = 0.030 | alpha = 1.51 | Tmax = 1.675078
 HL = 18.000 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 3.839373
 HL = 15.000 | t1//t0 = 120.000 | l1//l0 = 0.070 | alpha = 1.54 | Tmax = 2.295317
 HL = 10.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = 1.425260
 HL = 15.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 2.975012
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = Inf
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.070 | alpha = 1.41 | Tmax = 0.986362
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 0.842359
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 1.099762
 HL = 18.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = Inf
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.050 | alpha = 1.41 | Tmax = 0.194201
 HL = 15.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 0.383383
 HL = 20.000 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.32 | Tmax = 0.099136
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.19 | Tmax = 0.383017
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.030 | alpha = 1.33 | Tmax = 0.125224
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.007 | alpha = 1.34 | Tmax = 1.251086
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.020 | alpha = 1.32 | Tmax = 0.168930
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.030 | alpha = 1.24 | Tmax = 0.136267
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.31 | Tmax = 0.168082
 HL = 22.000 | t1//t0 = 11.000 | l1//l0 = 0.030 | alpha = 1.53 | Tmax = 4.309976
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.007 | alpha = 1.38 | Tmax = 0.114381
 HL = 22.000 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = 2.465368
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.030 | alpha = 1.38 | Tmax = 0.227084
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.059472
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 0.507418
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 0.010 | alpha = 1.32 | Tmax = 0.126515
 HL = 20.000 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.54 | Tmax = 2.772590
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.070 | alpha = 1.47 | Tmax = 2.406115
 HL = 7.000 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.106476
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = 1.844651
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.030 | alpha = 1.37 | Tmax = 1.128723
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 1.243986
 HL = 20.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = Inf
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 0.070 | alpha = 1.45 | Tmax = 1.394008
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.050 | alpha = 1.41 | Tmax = 0.109445
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = Inf
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.52 | Tmax = 0.597988
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.050 | alpha = 1.52 | Tmax = 0.234844
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 0.070 | alpha = 1.39 | Tmax = 0.098823
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.020 | alpha = 1.44 | Tmax = 0.134480
 HL = 18.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 3.554016
 HL = 2.000 | t1//t0 = 150.000 | l1//l0 = 0.300 | alpha = 1.36 | Tmax = 0.186536
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.020 | alpha = 1.37 | Tmax = 0.266503
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.100 | alpha = 1.39 | Tmax = 1.012943
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.020 | alpha = 1.48 | Tmax = 0.120572
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.050 | alpha = 1.42 | Tmax = 0.954832
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.139112
 HL = 15.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.43 | Tmax = Inf
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.931882
 HL = 10.000 | t1//t0 = 17.000 | l1//l0 = 0.070 | alpha = 1.48 | Tmax = 2.014464
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.050 | alpha = 1.38 | Tmax = 0.085482
 HL = 10.000 | t1//t0 = 15.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = 1.783086
 HL = 18.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.50 | Tmax = 3.667200
 HL = 18.000 | t1//t0 = 80.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = Inf
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.48 | Tmax = 3.730832
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 0.070 | alpha = 1.50 | Tmax = 0.567964
 HL = 15.000 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.48 | Tmax = 3.606283
 HL = 10.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.53 | Tmax = 0.936007
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = Inf
 HL = 15.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = Inf
 HL = 2.000 | t1//t0 = 130.000 | l1//l0 = 0.300 | alpha = 1.44 | Tmax = Inf
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.050 | alpha = 1.39 | Tmax = 0.114954
 HL = 18.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.55 | Tmax = 1.456549
 HL = 15.000 | t1//t0 = 17.000 | l1//l0 = 0.030 | alpha = 1.50 | Tmax = 3.411013
 HL = 15.000 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.49 | Tmax = 2.973410
 HL = 10.000 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 2.275164
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.030 | alpha = 1.50 | Tmax = 0.264096
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 0.030 | alpha = 1.42 | Tmax = 1.662820
 HL = 5.000 | t1//t0 = 110.000 | l1//l0 = 0.030 | alpha = 1.56 | Tmax = 0.031572
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 0.871955
 HL = 10.000 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 1.413132
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.46 | Tmax = 0.752109
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 0.853180
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = Inf
 HL = 7.000 | t1//t0 = 150.000 | l1//l0 = 0.500 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = 0.967692
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 1.684923
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = Inf
 HL = 18.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.56 | Tmax = 0.329132
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.47 | Tmax = 0.055039
 HL = 10.000 | t1//t0 = 50.000 | l1//l0 = 0.100 | alpha = 1.55 | Tmax = 0.300187
 HL = 18.000 | t1//t0 = 120.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = Inf
 HL = 5.000 | t1//t0 = 150.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 0.319301
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.288778
 HL = 10.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = Inf
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.44 | Tmax = 0.889041
 HL = 7.000 | t1//t0 = 150.000 | l1//l0 = 0.100 | alpha = 1.46 | Tmax = 1.429968
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = 1.972619
 HL = 7.000 | t1//t0 = 160.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = Inf
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = Inf
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = Inf
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.174477
 HL = 15.000 | t1//t0 = 140.000 | l1//l0 = 0.100 | alpha = 1.55 | Tmax = Inf
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = Inf
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = Inf
 HL = 5.000 | t1//t0 = 160.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = Inf
 HL = 15.000 | t1//t0 = 190.000 | l1//l0 = 0.100 | alpha = 1.56 | Tmax = Inf
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 2.422101
 HL = 15.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.48 | Tmax = 1.237547
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.100 | alpha = 1.47 | Tmax = 0.086642
 HL = 5.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.51 | Tmax = 0.410899
 HL = 2.000 | t1//t0 = 170.000 | l1//l0 = 0.300 | alpha = 1.45 | Tmax = Inf
 HL = 7.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = Inf
 HL = 5.000 | t1//t0 = 140.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 0.878584
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.46 | Tmax = 2.365756
 HL = 7.000 | t1//t0 = 180.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 180.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = Inf
 HL = 5.000 | t1//t0 = 150.000 | l1//l0 = 0.500 | alpha = 1.48 | Tmax = Inf
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.46 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = 0.426827
 HL = 0.200 | t1//t0 = 40.000 | l1//l0 = 0.030 | alpha = 1.04 | Tmax = 0.353870
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.46 | Tmax = 0.068006
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.050 | alpha = 1.39 | Tmax = 1.308815
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.007 | alpha = 1.49 | Tmax = 1.900206
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 0.020 | alpha = 1.54 | Tmax = 1.248246
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 0.030 | alpha = 1.41 | Tmax = 1.745205
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.030 | alpha = 1.34 | Tmax = 0.236082
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.34 | Tmax = 1.035459
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.030 | alpha = 1.47 | Tmax = 0.314600
 HL = 15.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = 3.179857
 HL = 1.000 | t1//t0 = 220.000 | l1//l0 = 0.050 | alpha = 1.49 | Tmax = 0.073488
 HL = 15.000 | t1//t0 = 190.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = Inf
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.100 | alpha = 1.34 | Tmax = 0.108258
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.37 | Tmax = 0.128499
 HL = 1.000 | t1//t0 = 150.000 | l1//l0 = 0.070 | alpha = 1.40 | Tmax = 0.093887
 HL = 10.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 2.323475
 HL = 1.000 | t1//t0 = 190.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 0.084178
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.41 | Tmax = 1.371764
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 0.070 | alpha = 1.37 | Tmax = Inf
 HL = 10.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 15.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = Inf
 HL = 10.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = Inf
 HL = 15.000 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 2.855061
 HL = 15.000 | t1//t0 = 180.000 | l1//l0 = 0.070 | alpha = 1.51 | Tmax = Inf
 HL = 2.000 | t1//t0 = 80.000 | l1//l0 = 0.070 | alpha = 1.38 | Tmax = 0.296448
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 0.100 | alpha = 1.41 | Tmax = 0.085261
 HL = 2.000 | t1//t0 = 140.000 | l1//l0 = 0.070 | alpha = 1.49 | Tmax = 0.095631
 HL = 7.000 | t1//t0 = 160.000 | l1//l0 = 1.000 | alpha = 1.38 | Tmax = Inf
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = 0.059146
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = Inf
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.934343
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.300 | alpha = 1.53 | Tmax = 0.654073
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = 0.050548
 HL = 10.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.46 | Tmax = Inf
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.52 | Tmax = 1.378536
 HL = 2.000 | t1//t0 = 70.000 | l1//l0 = 0.070 | alpha = 1.50 | Tmax = 0.054612
 HL = 15.000 | t1//t0 = 130.000 | l1//l0 = 0.070 | alpha = 1.56 | Tmax = Inf
 HL = 15.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = Inf
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 0.199908
 HL = 18.000 | t1//t0 = 150.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = Inf
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = Inf
 HL = 10.000 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = Inf
 HL = 18.000 | t1//t0 = 90.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = Inf
 HL = 7.000 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 1.669129
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = Inf
 HL = 15.000 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = Inf
 HL = 7.000 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = Inf
 HL = 15.000 | t1//t0 = 190.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = Inf
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.44 | Tmax = 0.862038
 HL = 2.000 | t1//t0 = 170.000 | l1//l0 = 0.100 | alpha = 1.44 | Tmax = 0.168011
 HL = 15.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = Inf
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = Inf
 HL = 15.000 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 15.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = 2.449224
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 0.100 | alpha = 1.42 | Tmax = 1.630800
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.300 | alpha = 1.48 | Tmax = 0.426086
 HL = 2.000 | t1//t0 = 190.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 0.149441
 HL = 7.000 | t1//t0 = 90.000 | l1//l0 = 0.300 | alpha = 1.42 | Tmax = 1.339151
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 1.410928
 HL = 18.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = Inf
 HL = 5.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = Inf
 HL = 18.000 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.53 | Tmax = Inf
 HL = 10.000 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.42 | Tmax = Inf
 HL = 7.000 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.51 | Tmax = 0.787169
 HL = 5.000 | t1//t0 = 160.000 | l1//l0 = 0.100 | alpha = 1.53 | Tmax = Inf
 HL = 18.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = Inf
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = Inf
 HL = 15.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.56 | Tmax = 0.099600
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.100 | alpha = 1.47 | Tmax = 0.100428
 HL = 15.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.49 | Tmax = Inf
 HL = 2.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.51 | Tmax = 0.050005
 HL = 15.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = Inf
 HL = 2.000 | t1//t0 = 180.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = Inf
